,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
2142,BMW,22500.0,other,100,3.0,Petrol,yes,2007,630
2143,Volkswagen,12800.0,other,298,2.7867418728772444,Diesel,yes,2005,T5 (Transporter)
2144,Volkswagen,11900.0,van,273,2.5,Diesel,yes,2003,T4 (Transporter)
2145,Volkswagen,17900.0,crossover,167,3.0,Diesel,yes,2007,Touareg
2146,Renault,6700.0,van,118,1.5,Diesel,yes,2012,Kangoo
2147,BMW,22900.0,other,25,3.0,Petrol,yes,2008,325
2148,Mercedes-Benz,6800.0,sedan,286,2.7867418728772444,Other,yes,2000,E-Class
2149,Toyota,9300.0,sedan,170,1.8,Gas,yes,2006,Avensis
2150,Volkswagen,20350.0,vagon,111,2.0,Diesel,yes,2012,Passat B7
2151,Volkswagen,72000.0,crossover,0,3.0,Diesel,yes,2016,Touareg
2152,BMW,16800.0,crossover,250,3.0,Diesel,yes,2004,X5
2153,Toyota,8900.0,sedan,115,1.6,Petrol,yes,2008,Corolla
2154,Mitsubishi,22800.0,crossover,43,2.4,Petrol,yes,2013,Outlander
2155,Mercedes-Benz,8500.0,sedan,500,3.2,Diesel,yes,2000,E-Class
2156,Volkswagen,8800.0,sedan,86,1.6,Petrol,yes,2012,Polo
2157,Volkswagen,14100.0,vagon,115,2.0,Diesel,yes,2011,Caddy
2158,Mitsubishi,9200.0,sedan,84,2.0,Petrol,yes,2009,Lancer X
2159,Toyota,75500.0,crossover,50,4.6,Petrol,yes,2015,Land Cruiser 200
2160,Volkswagen,2900.0,sedan,2,1.8,Petrol,yes,1989,Passat B3
2161,Audi,6100.0,sedan,305,1.6,Other,yes,1996,A4
2162,Volkswagen,18939.537220470535,van,239,2.0,Diesel,yes,2012,T5 (Transporter)
2163,Renault,7245.0,sedan,87,1.4,Petrol,yes,2008,Megane
2164,Renault,2500.0,sedan,170,1.9,Diesel,no,2003,Scenic
2165,Renault,11200.0,vagon,165,1.5,Diesel,yes,2012,Megane
2166,Audi,18939.537220470535,crossover,0,3.0,Diesel,yes,2015,Q7
2167,Renault,13500.0,van,198,1.5,Diesel,yes,2012,Grand Scenic
2168,Audi,13700.0,sedan,300,2.0,Diesel,yes,2005,A6
2169,Renault,6100.0,van,280,90.0,Diesel,yes,2008,Kangoo
2170,Audi,4300.0,sedan,340,2.4,Gas,yes,1998,A6
2171,Volkswagen,9999.0,van,310,2.5,Diesel,yes,2007,T5 (Transporter)
2172,Mercedes-Benz,6500.0,sedan,435,3.2,Petrol,yes,1994,S 140
2173,Mercedes-Benz,11400.0,van,174,2.2,Diesel,yes,2012,Vito
2174,Toyota,10500.0,sedan,180,3.5,Petrol,yes,2007,Camry
2175,Renault,2999.0,van,245,1.5,Diesel,yes,2003,Kangoo
2176,Mercedes-Benz,29500.0,crossover,180,3.2,Diesel,yes,2008,GL 320
2177,Audi,27000.0,other,222,2.7867418728772444,Diesel,yes,2007,Q7
2178,Mercedes-Benz,8000.0,sedan,300,2.0,Petrol,yes,2000,E-Class
2179,Mercedes-Benz,18939.537220470535,sedan,0,2.2,Diesel,yes,2016,V 250
2180,Mitsubishi,10500.0,sedan,130,2.0,Petrol,yes,2008,Lancer X
2181,Mercedes-Benz,11400.0,sedan,220,5.0,Petrol,yes,2004,S 500
2182,Volkswagen,8300.0,hatch,147,1.6,Gas,yes,2006,Golf Plus
2183,Audi,6900.0,sedan,250,2.4,Gas,yes,1999,A6
2184,Mercedes-Benz,8500.0,other,210,4.3,Gas,yes,2000,ML 430
2185,Volkswagen,17300.0,crossover,148,3.0,Diesel,yes,2007,Touareg
2187,Volkswagen,3500.0,vagon,215,2.0,Petrol,yes,1993,Passat B3
2188,Mercedes-Benz,249999.0,other,3,5.5,Petrol,yes,2016,S 63 AMG
2189,Volkswagen,5000.0,hatch,220,1.4,Petrol,yes,2003,Polo
2190,Mitsubishi,6900.0,sedan,118,1.6,Petrol,yes,2007,Lancer
2191,Toyota,5500.0,crossover,188,2.0,Petrol,yes,1999,Rav 4
2192,BMW,17900.0,other,98,3.0,Petrol,yes,2007,Z4
2193,Volkswagen,11500.0,van,210,2.0,Diesel,yes,2012,Caddy
2194,BMW,7200.0,sedan,448,3.0,Petrol,yes,1996,730
2195,Volkswagen,12800.0,vagon,167,1.6,Diesel,yes,2011,Golf Variant
2196,Volkswagen,7000.0,van,350,1.0,Other,yes,2004,T5 (Transporter) 
2197,BMW,8400.0,sedan,220,2.2,Gas,yes,2001,5 Series
2198,Audi,3000.0,van,11,1.9,Diesel,no,1999,A6
2199,Renault,5200.0,sedan,160,1.4,Gas,yes,2008,Symbol
2200,Mitsubishi,5700.0,vagon,120,1.3,Petrol,yes,2005,Colt
2201,Mitsubishi,6500.0,crossover,285,2.5,Diesel,yes,1991,Pajero
2202,Volkswagen,2300.0,vagon,200,1.9,Diesel,no,1999,Passat B5
2203,Volkswagen,7700.0,van,228,1.9,Diesel,yes,2006,Caddy
2204,Volkswagen,10999.0,van,110,1.6,Diesel,yes,2012,Caddy
2205,BMW,8700.0,other,212,3.0,Diesel,no,2004,730
2206,Mercedes-Benz,7200.0,sedan,312,3.2,Petrol,yes,2000,E-Class
2207,BMW,39000.0,crossover,38,3.0,Petrol,yes,2009,X6
2208,Mitsubishi,11999.0,crossover,235,3.0,Gas,yes,2007,Pajero Wagon
2209,Mercedes-Benz,129999.0,crossover,1,2.99,Diesel,yes,2016,GLS 350
2210,Volkswagen,18100.0,other,195,2.0,Diesel,yes,2011,T5 (Transporter)
2211,Mitsubishi,1600.0,vagon,185,1.3,Petrol,no,2000,Space Star
2212,Mercedes-Benz,138000.0,crossover,0,3.0,Diesel,yes,2016,G 350
2213,Mercedes-Benz,18939.537220470535,sedan,34,3.5,Diesel,yes,2014,S 350
2214,Renault,2650.0,vagon,1,1.0,Diesel,no,2006,Laguna
2215,Volkswagen,23300.0,sedan,115,1.8,Petrol,yes,2012,Passat CC
2216,BMW,25500.0,crossover,210,3.0,Gas,yes,2008,X5
2217,Volkswagen,20900.0,sedan,122,2.0,Petrol,yes,2012,Passat B7
2218,Renault,3700.0,hatch,310,2.0,Petrol,yes,1996,Laguna
2219,Toyota,9500.0,sedan,125,1.6,Petrol,yes,2009,Corolla
2220,Mercedes-Benz,61500.0,crossover,121,3.0,Diesel,yes,2013,GL 350
2221,Toyota,18939.537220470535,crossover,43,2.2,Diesel,yes,2013,Rav 4
2222,Volkswagen,8800.0,other,217,1.9,Diesel,yes,2005,Passat B5
2223,BMW,34900.0,vagon,136,2.0,Diesel,yes,2012,520
2224,Audi,3600.0,vagon,200,2.5,Diesel,yes,1999,A6
2225,Mercedes-Benz,28000.0,other,12,1.8,Petrol,yes,2013,C-Class
2226,Mercedes-Benz,140000.0,crossover,88,5.46,Petrol,yes,2013,G 63 AMG
2227,BMW,25800.0,sedan,203,2.0,Diesel,yes,2010,520
2228,Mitsubishi,25999.0,crossover,86,3.2,Diesel,yes,2011,Pajero Wagon
2229,Volkswagen,29600.0,sedan,11,1.4,Petrol,yes,2016,Passat B8
2230,BMW,3200.0,sedan,178,1.9,Petrol,no,2001,318
2231,Mercedes-Benz,6900.0,van,200,2.3,Diesel,yes,1999,Vito
2232,Mercedes-Benz,3550.0,sedan,274,3.2,Diesel,no,2002,E-Class
2233,BMW,2900.0,vagon,230,2.0,Diesel,no,2001,320
2234,Mercedes-Benz,11500.0,van,307,2.2,Diesel,yes,2007,Vito
2235,Volkswagen,11800.0,van,218,1.9,Diesel,yes,2008,T5 (Transporter)
2236,Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010,S 65 AMG
2237,Audi,23000.0,other,115,1.8,Petrol,yes,2008,S4
2238,Renault,6500.0,van,186,1.5,Diesel,yes,2012,Kangoo
2239,Volkswagen,6000.0,vagon,284,1.9,Other,yes,2001,Golf IV
2240,Toyota,17200.0,sedan,50,1.6,Petrol,yes,2013,Corolla
2241,Toyota,76500.0,crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200
2242,Volkswagen,6800.0,vagon,160,2.8,Petrol,yes,2001,Sharan
2243,Mercedes-Benz,250000.0,other,6,5.5,Petrol,yes,2016,S 63 AMG
2244,Volkswagen,3750.0,sedan,262,1.8,Petrol,yes,1994,Vento
2245,Volkswagen,8000.0,other,300,2.5,Diesel,yes,2007,T5 (Transporter)
2246,Mercedes-Benz,58500.0,crossover,128,3.0,Diesel,yes,2013,ML 350
2247,Renault,4999.0,sedan,114,1.4,Other,yes,2006,Clio
2248,BMW,18939.537220470535,crossover,6,4.4,Petrol,yes,2016,X5 M
2249,Volkswagen,15800.0,sedan,56,1.4,Other,yes,2013,Jetta
2250,Volkswagen,9250.0,sedan,200,2.0,Diesel,yes,2007,Passat B6
2251,Mitsubishi,11300.0,crossover,128,2.4,Gas,yes,2008,Outlander
2252,Audi,1400.0,sedan,250,1.8,Petrol,no,1993,80
2253,Toyota,80000.0,crossover,23,4.5,Diesel,yes,2014,Land Cruiser 200
2254,BMW,11900.0,sedan,1,2.8,Petrol,yes,2002,528
2255,Volkswagen,9500.0,hatch,29,1.4,Petrol,yes,2014,Polo
2256,BMW,10999.0,other,162,2.2,Petrol,yes,2002,320
2257,Audi,23500.0,crossover,119,4.2,Gas,yes,2007,Q7
2258,BMW,24500.0,crossover,170,4.8,Gas,yes,2007,X5
2259,Mitsubishi,6000.0,sedan,150,1.8,Gas,yes,2004,Virage
2260,Mitsubishi,17500.0,crossover,194,3.2,Diesel,yes,2008,Pajero Wagon
2261,Toyota,9300.0,sedan,107,1.8,Gas,yes,2007,Avensis
2262,BMW,3500.0,vagon,280,3.0,Diesel,no,2001,330
2263,BMW,41500.0,vagon,42,2.0,Petrol,yes,2012,X3
2264,Volkswagen,10300.0,other,215,1.9,Other,yes,2007,T5 (Transporter)
2265,Mercedes-Benz,18939.537220470535,crossover,1,3.0,Petrol,yes,2015,GLE-Class
2266,Audi,2200.0,vagon,280,2.5,Diesel,no,2002,A6 Allroad
2267,Renault,19692.08,crossover,0,1.5,Diesel,yes,2016,Duster
2268,Renault,7850.0,van,187,1.5,Diesel,yes,2010,Kangoo
2269,Mercedes-Benz,18939.537220470535,sedan,42,3.0,Diesel,yes,2014,S 350
2270,Volkswagen,3950.0,hatch,280,2.7867418728772444,Gas,yes,1996,Golf III
2271,Toyota,20000.0,crossover,94,4.5,Petrol,yes,2005,Land Cruiser 105
2272,Audi,3800.0,sedan,253,2.5,Diesel,no,1998,A6
2273,BMW,13700.0,sedan,254,3.0,Diesel,yes,2003,530
2274,Toyota,31000.0,crossover,86,2.2,Diesel,yes,2014,Rav 4
2275,Volkswagen,14400.0,van,237,2.0,Diesel,yes,2010,T5 (Transporter)
2276,BMW,4700.0,sedan,200,2.7867418728772444,Petrol,yes,1996,316
2277,Toyota,17500.0,hatch,45,1.6,Petrol,yes,2014,Auris
2278,Renault,10396.23,vagon,1,1.2,Petrol,yes,2015,Logan
2279,BMW,27800.0,crossover,140,3.0,Diesel,yes,2009,X5
2280,Volkswagen,5800.0,sedan,200,1.4,Petrol,yes,2000,Golf IV
2281,Renault,5800.0,vagon,200,1.46,Diesel,yes,2008,Grand Scenic
2282,Audi,21500.0,vagon,165,2.0,Diesel,yes,2010,A6
2283,Volkswagen,3600.0,sedan,330,2.8,Gas,yes,1994,Passat B4
2284,BMW,6500.0,sedan,388,3.5,Petrol,yes,1998,735
2285,Volkswagen,10700.0,vagon,171,1.9,Diesel,yes,2010,Caddy
2286,BMW,3100.0,sedan,280,2.0,Diesel,no,1999,320
2287,Mercedes-Benz,38800.0,hatch,8,2.7867418728772444,Other,yes,2015,B-Class Electric Drive
2288,Mercedes-Benz,1350.0,vagon,240,2.5,Diesel,no,1992,E-Class
2289,Renault,18939.537220470535,van,150,2.5,Diesel,yes,2007,Trafic
2290,Mercedes-Benz,4500.0,other,525,2.3,Diesel,yes,1995,Sprinter 208
2291,Mercedes-Benz,99000.0,sedan,0,3.0,Petrol,yes,2016,CLS 400
2292,Mercedes-Benz,5600.0,vagon,355,2.5,Diesel,yes,1996,250
2293,Mercedes-Benz,8500.0,sedan,388,4.3,Gas,yes,2000,S 430
2294,BMW,24000.0,crossover,108,2.0,Diesel,yes,2012,X1
2295,Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2008,Lancer X
2296,Toyota,15700.0,sedan,125,3.5,Petrol,yes,2008,Camry
2297,Volkswagen,9600.0,sedan,106,1.6,Petrol,yes,2011,Polo
2298,Volkswagen,21000.0,other,93,2.0,Diesel,yes,2012,Passat B7
2299,Mercedes-Benz,3500.0,sedan,303,2.2,Diesel,no,2000,C-Class
2300,Toyota,45500.0,crossover,65,4.0,Gas,yes,2010,FJ Cruiser
2301,Audi,20900.0,crossover,185,4.2,Petrol,yes,2006,Q7
2302,Mercedes-Benz,6999.0,other,168,2.3,Petrol,yes,2001,CLK 230
2303,Mitsubishi,7999.0,sedan,112,2.0,Petrol,yes,2008,Lancer X
2304,BMW,6500.0,sedan,1,3.0,Petrol,yes,1995,730
2305,BMW,29500.0,sedan,230,3.0,Diesel,yes,2011,530
2306,Renault,10300.0,van,138,2.0,Diesel,yes,2011,Trafic
2307,Volkswagen,6000.0,other,1,2.5,Diesel,yes,1999,LT
2308,Volkswagen,3300.0,vagon,193,1.9,Diesel,no,2003,Passat B5
2309,Volkswagen,2400.0,vagon,320,1.9,Diesel,no,2000,Passat B5
2310,Audi,23900.0,sedan,180,3.0,Diesel,yes,2009,A6
2311,Volkswagen,9300.0,sedan,148,2.0,Petrol,yes,2006,Passat B6
2312,Mitsubishi,1699.0,hatch,294,1.6,Gas,yes,1992,Lancer
2313,Volkswagen,34000.0,crossover,92,3.0,Diesel,yes,2012,Touareg
2314,Toyota,14500.0,other,82,2.0,Gas,yes,2007,Rav 4
2315,Volkswagen,10400.0,sedan,78,1.6,Petrol,yes,2012,Polo
2316,BMW,6100.0,sedan,266,3.5,Petrol,no,1997,535
2317,Volkswagen,7200.0,other,177,1.9,Diesel,yes,2010,Caddy
2318,Mercedes-Benz,14000.0,other,144,2.2,Diesel,yes,2009,Vito
2319,Mercedes-Benz,8900.0,other,213,5.0,Other,yes,1999,CL 500
2320,BMW,22100.0,hatch,42,1.6,Petrol,yes,2013,116
2321,Mercedes-Benz,33500.0,van,0,2.7867418728772444,Diesel,yes,2015,Sprinter 316
2323,Toyota,33950.0,other,65,5.7,Petrol,yes,2013,Tundra
2324,BMW,3499.0,sedan,101,2.5,Petrol,yes,1990,525
2325,Audi,28500.0,crossover,74,2.0,Petrol,yes,2010,Q5
2326,BMW,8800.0,crossover,284,3.0,Diesel,no,2004,X5
2327,Volkswagen,17200.0,other,15,1.2,Petrol,yes,2014,Golf VII
2328,Audi,3000.0,sedan,278,2.5,Diesel,no,1999,A6
2329,Toyota,25800.0,sedan,58,2.5,Petrol,yes,2015,Camry
2330,Mercedes-Benz,18500.0,sedan,143,5.5,Petrol,yes,2007,S 550
2331,Volkswagen,28793.04,van,0,1.6,Diesel,yes,2016,Caddy
2332,BMW,42900.0,sedan,2,2.0,Petrol,yes,2016,520
2333,Toyota,11800.0,sedan,90,1.8,Petrol,yes,2008,Avensis
2334,Renault,7100.0,van,171,1.5,Diesel,yes,2013,Kangoo
2335,Volkswagen,22000.0,sedan,26,1.8,Petrol,yes,2011,Passat CC
2336,Volkswagen,2700.0,hatch,400,1.8,Gas,yes,1989,Golf II
2337,Toyota,7000.0,other,220,1.8,Petrol,yes,2001,Celica
2338,BMW,6499.0,other,230,3.0,Diesel,no,2002,X5
2339,Volkswagen,15700.0,sedan,110,1.8,Petrol,yes,2011,Passat B7
2340,Mitsubishi,8100.0,sedan,113,2.0,Petrol,yes,2007,Lancer X
2341,Mercedes-Benz,12200.0,other,287,3.2,Petrol,yes,2000,ML 320
2342,Renault,5400.0,sedan,96,1.4,Petrol,yes,2007,Symbol
2343,Mercedes-Benz,5400.0,sedan,285,2.2,Diesel,no,2002,220
2344,Volkswagen,7700.0,vagon,287,1.9,Diesel,yes,2002,Sharan
2345,BMW,34000.0,sedan,115,5.0,Petrol,yes,2008,750
2346,Audi,3900.0,sedan,302,1.9,Diesel,no,2002,A6
2347,Mercedes-Benz,15000.0,sedan,240,5.0,Petrol,yes,2004,S 500
2348,Volkswagen,8999.0,sedan,120,2.0,Petrol,yes,2008,Passat B6
2349,Volkswagen,2400.0,sedan,268,99.99,Petrol,yes,1989,Passat B3
2350,Mitsubishi,6300.0,sedan,116,1.5,Petrol,yes,2008,Lancer X
2351,Volkswagen,7999.0,van,210,1.6,Gas,yes,2004,Touran
2352,Toyota,25200.0,crossover,128,4.0,Gas,yes,2007,Land Cruiser Prado
2353,BMW,26999.0,sedan,131,2.0,Diesel,yes,2011,520
2354,Mercedes-Benz,4000.0,sedan,460,2.0,Petrol,yes,1991,E-Class
2355,Audi,16000.0,sedan,180,3.0,Diesel,yes,2006,A6
2356,Mitsubishi,9200.0,sedan,115,2.0,Petrol,yes,2008,Lancer X
2357,Volkswagen,7000.0,van,250,2.0,Diesel,yes,2004,Caddy
2358,Toyota,85000.0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200
2359,Volkswagen,3200.0,sedan,320,1.8,Gas,yes,1990,Passat B3
2360,Renault,11000.0,hatch,127,1.5,Diesel,yes,2012,Megane
2361,Mercedes-Benz,13900.0,other,225,2.7867418728772444,Other,yes,2008,Vito
2362,Mitsubishi,10500.0,crossover,187,2.4,Gas,yes,2008,Outlander
2363,BMW,17500.0,sedan,102,2.0,Petrol,yes,2011,320
2364,Renault,7200.0,vagon,224,1.5,Diesel,yes,2004,Megane
2365,Toyota,8400.0,sedan,195,2.4,Gas,yes,2004,Camry
2366,Volkswagen,8350.0,van,1,1.6,Diesel,yes,2011,Caddy
2367,Audi,3200.0,vagon,244,2.0,Other,no,2006,A4
2368,Toyota,11999.0,sedan,147,2.4,Petrol,yes,2010,Camry
2369,Toyota,29900.0,crossover,144,4.0,Gas,yes,2008,Land Cruiser 200
2370,BMW,11500.0,sedan,290,3.0,Diesel,yes,2001,730
2371,Audi,18939.537220470535,vagon,156,3.0,Diesel,yes,2009,A6
2372,Mitsubishi,13900.0,vagon,93,3.0,Gas,yes,2007,Outlander XL
2373,Mercedes-Benz,18939.537220470535,sedan,300,2.6,Petrol,yes,2002,E-Class
2374,Renault,5000.0,van,245,1.5,Diesel,yes,2003,Kangoo
2375,Toyota,2350.0,hatch,211,1.3,Petrol,yes,1987,Corolla
2376,Volkswagen,12900.0,van,127,1.6,Diesel,yes,2011,Caddy
2377,Mercedes-Benz,8650.0,van,344,2.2,Diesel,yes,2006,Vito
2378,Toyota,22900.0,crossover,132,2.7,Gas,yes,2012,Venza
2379,Mercedes-Benz,13500.0,van,290,2.2,Diesel,yes,2007,Vito
2381,Audi,2850.0,sedan,350,2.7867418728772444,Gas,yes,1988,80
2382,Volkswagen,3300.0,sedan,250,1.9,Diesel,no,2000,Passat B5
2383,Audi,32500.0,crossover,108,2.0,Diesel,yes,2012,Q5
2384,Mitsubishi,13300.0,crossover,135,3.0,Petrol,yes,2009,Outlander XL
2385,Volkswagen,2900.0,vagon,257,1.9,Diesel,no,2003,Passat B5
2386,Volkswagen,2900.0,sedan,315,1.6,Gas,yes,1990,Passat B3
2387,Mercedes-Benz,21000.0,crossover,208,3.5,Petrol,yes,2007,ML 350
2388,Mercedes-Benz,18939.537220470535,crossover,1,3.0,Petrol,yes,2016,GLE-Class
2389,Toyota,89000.0,crossover,61,4.5,Diesel,yes,2011,Land Cruiser 200
2390,Volkswagen,23500.0,crossover,48,2.0,Diesel,yes,2012,Tiguan
2391,Mitsubishi,4200.0,van,350,1.8,Gas,yes,1992,Space Wagon
2392,Mercedes-Benz,70500.0,crossover,99,5.5,Petrol,yes,2009,G 55 AMG
2393,Mercedes-Benz,124000.0,crossover,0,4.0,Petrol,yes,2016,GLS 400
2394,Audi,39999.0,crossover,45,2.0,Diesel,yes,2014,Q3
2395,Mercedes-Benz,1999.0,sedan,400,2.2,Diesel,no,2000,200
2396,Mercedes-Benz,14300.0,other,175,2.2,Diesel,yes,2013,Sprinter 313
2397,Toyota,13500.0,sedan,139,2.4,Gas,yes,2008,Camry
2398,Toyota,13300.0,sedan,104,2.4,Petrol,yes,2007,Camry
2399,Toyota,8200.0,hatch,82,1.3,Petrol,yes,2006,Yaris
2400,Renault,12000.0,van,137,1.5,Diesel,yes,2012,Grand Scenic
2401,Renault,2150.0,vagon,199,1.9,Diesel,no,2003,Laguna
2402,Toyota,29000.0,vagon,60,2.2,Diesel,yes,2013,Rav 4
2403,Mercedes-Benz,9500.0,van,280,2.2,Diesel,yes,2005,Vito
2404,Volkswagen,18939.537220470535,van,146,2.5,Diesel,yes,2009,T5 (Transporter)
2405,Volkswagen,10600.0,van,120,2.0,Diesel,yes,2007,Touran
2406,Mercedes-Benz,12500.0,van,238,2.2,Diesel,yes,2008,Vito
2407,Mitsubishi,10200.0,crossover,269,3.2,Diesel,yes,2002,Pajero Wagon
2408,Toyota,18939.537220470535,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200
2409,Mercedes-Benz,50250.0,sedan,0,2.2,Diesel,yes,2015,E-Class
2410,Volkswagen,8900.0,van,100,1.4,Gas,yes,2009,Caddy
2411,Mercedes-Benz,5500.0,other,220,2.2,Diesel,yes,2002,Vito
2412,BMW,45500.0,sedan,42,2.0,Diesel,yes,2014,520
2413,Renault,10499.0,other,146,2.0,Diesel,yes,2012,Trafic
2414,Mercedes-Benz,99999.0,crossover,0,2.99,Diesel,yes,2016,GLE-Class
2415,Renault,9100.0,van,166,2.0,Diesel,yes,2012,Trafic
2416,Mercedes-Benz,24500.0,sedan,180,3.2,Diesel,yes,2008,S 320
2417,BMW,63500.0,crossover,1,2.0,Diesel,yes,2016,X5
2418,BMW,3600.0,sedan,221,3.0,Diesel,no,2002,530
2419,Renault,12900.0,crossover,89,2.5,Petrol,yes,2010,Koleos
2420,Renault,6400.0,sedan,51,1.6,Petrol,yes,2011,Logan
2421,BMW,8800.0,sedan,287,3.0,Petrol,yes,2001,530
2422,Renault,7199.0,sedan,104,1.5,Diesel,yes,2010,Symbol
2423,Renault,3300.0,van,250,1.5,Diesel,yes,2005,Kangoo
2424,Audi,2400.0,sedan,305,2.3,Gas,yes,1989,100
2425,Volkswagen,8400.0,hatch,60,1.39,Petrol,yes,2007,Polo
2427,Mitsubishi,7600.0,sedan,180,2.0,Gas,yes,2008,Lancer X
2428,Renault,3800.0,van,196,1.9,Diesel,yes,1998,Kangoo
2429,Mercedes-Benz,13100.0,sedan,160,3.7,Petrol,yes,2003,S 350
2430,Toyota,21950.0,crossover,141,2.7,Gas,yes,2010,Venza
2431,Renault,8800.0,van,205,1.9,Diesel,yes,2006,Trafic
2432,Toyota,10500.0,hatch,17,1.0,Petrol,yes,2016,Yaris
2433,Mitsubishi,24000.0,crossover,20,2.5,Diesel,yes,2013,Pajero Sport
2434,Toyota,11800.0,sedan,189,2.4,Gas,yes,2007,Camry
2435,Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,E-Class
2436,Toyota,11600.0,hatch,24,1.6,Petrol,yes,2009,Auris
2437,Mercedes-Benz,22000.0,crossover,225,3.5,Gas,yes,2007,ML 350
2438,Mercedes-Benz,15800.0,sedan,231,3.5,Gas,yes,2005,E-Class
2439,Mercedes-Benz,13500.0,van,97,2.2,Diesel,yes,2013,Vito
2440,Mitsubishi,16500.0,crossover,150,3.5,Gas,yes,2008,Outlander XL
2441,Mercedes-Benz,25000.0,van,156,2.7867418728772444,Other,yes,2012,Viano
2442,Volkswagen,40000.0,other,170,2.0,Diesel,yes,2011,Multivan
2443,Mitsubishi,9500.0,crossover,150,2.0,Gas,yes,2007,Outlander
2444,Renault,6300.0,van,149,1.5,Other,yes,2011,Kangoo
2445,BMW,4999.0,sedan,256,2.5,Diesel,no,2001,525
2446,Toyota,14990.0,crossover,280,4.2,Diesel,yes,2000,Land Cruiser 100
2447,Audi,16400.0,vagon,152,2.0,Diesel,yes,2011,A4
2448,Mercedes-Benz,21300.0,crossover,190,6.3,Petrol,yes,2007,ML 63 AMG
2449,Audi,24996.0,sedan,98,3.2,Petrol,yes,2009,A5
2450,Volkswagen,22900.0,sedan,45,2.0,Petrol,yes,2013,Jetta
2451,Toyota,8300.0,hatch,136,1.6,Petrol,yes,2007,Corolla
2452,Audi,12900.0,vagon,255,2.5,Diesel,yes,2005,A6 Allroad
2453,Volkswagen,12199.0,vagon,149,2.0,Diesel,yes,2008,Passat B6
2454,Audi,9999.0,vagon,198,2.7,Petrol,yes,2003,A6 Allroad
2455,Mercedes-Benz,35500.0,crossover,99,5.0,Gas,yes,2005,G 63 AMG
2456,Mitsubishi,11500.0,crossover,170,3.0,Gas,yes,2005,Pajero Sport
2457,Mercedes-Benz,38500.0,sedan,134,3.0,Diesel,yes,2010,S 350
2458,Mercedes-Benz,5500.0,other,250,2.2,Diesel,yes,2002,Vito
2459,Volkswagen,9400.0,van,124,2.0,Gas,yes,2008,Caddy
2460,Volkswagen,8400.0,van,143,1.6,Diesel,yes,2011,Caddy
2461,Audi,2650.0,vagon,268,2.5,Diesel,no,2000,A6
2462,Toyota,12000.0,sedan,133,2.4,Gas,yes,2008,Camry
2463,Mercedes-Benz,7500.0,sedan,187,2.0,Gas,yes,2001,C-Class
2464,Volkswagen,25900.0,hatch,35,2.0,Diesel,yes,2015,Golf VII
2465,Volkswagen,7500.0,sedan,280,1.8,Other,yes,2005,Passat B5
2466,Mercedes-Benz,35000.0,other,147,6.0,Petrol,yes,2001,S 600
2467,Audi,6200.0,vagon,316,2.6,Gas,yes,1997,A6
2468,Volkswagen,1550.0,sedan,161,1.8,Petrol,no,1994,Vento
2469,Mercedes-Benz,6500.0,van,450,2.3,Diesel,yes,1996,Vito
2470,Volkswagen,8999.0,vagon,161,2.0,Diesel,yes,2008,Passat B6
2471,Mitsubishi,21000.0,crossover,29,2.0,Gas,yes,2014,ASX
2472,Mercedes-Benz,8800.0,other,575,2.2,Diesel,yes,2006,Sprinter 313
2473,Volkswagen,13500.0,hatch,48,1.4,Petrol,yes,2012,Polo
2474,Toyota,3300.0,van,345,2.4,Diesel,yes,1992,Hiace
2475,Mercedes-Benz,5990.0,sedan,400,2.0,Gas,yes,1998,E-Class
2476,Mercedes-Benz,14800.0,crossover,242,2.7,Diesel,yes,2005,ML 270
2477,Mercedes-Benz,18939.537220470535,crossover,1,3.0,Diesel,yes,2016,GL 350
2478,Mercedes-Benz,47000.0,sedan,0,1.6,Petrol,yes,2016,C-Class
2479,Volkswagen,7990.0,sedan,180,1.8,Gas,yes,2005,Passat B5
2480,Volkswagen,8999.0,sedan,120,1.9,Diesel,yes,2007,Passat B6
2482,Audi,6500.0,vagon,421,2.5,Diesel,yes,1996,A6
2483,Toyota,14000.0,sedan,1,1.8,Petrol,yes,2008,Avensis
2484,Audi,23500.0,crossover,116,4.2,Petrol,yes,2008,Q7
2485,Renault,9500.0,sedan,89,1.6,Petrol,yes,2012,Fluence
2487,Volkswagen,9000.0,van,181,1.6,Diesel,yes,2011,Caddy
2488,Mitsubishi,2300.0,sedan,523,1.8,Diesel,yes,1989,Lancer
2489,Volkswagen,10650.0,sedan,65,1.6,Petrol,yes,2013,Polo
2490,Audi,6399.0,vagon,230,2.5,Diesel,yes,1999,A6
2491,Mitsubishi,7500.0,sedan,140,1.5,Petrol,yes,2007,Lancer X
2492,Volkswagen,6450.0,van,220,2.7867418728772444,Other,yes,2004,Caddy
2493,Volkswagen,10200.0,van,105,1.6,Diesel,yes,2014,Caddy
2494,Mercedes-Benz,3300.0,sedan,200,2.7,Diesel,no,2000,E-Class
2495,Mercedes-Benz,8300.0,sedan,175,2.0,Petrol,yes,2001,E-Class
